location,size,total_sqft,bath,balcony,price,BHK,price_per_sqft
Hennur Road,3 BHK,1590.0,3.0,2.0,105.0,3,66037.7358490566
Chennammana Kere,2 BHK,1035.0,2.0,2.0,52.79,2,51004.8309178744
Kothanur,2 BHK,1075.0,2.0,2.0,53.0,2,49302.32558139535
TC Palaya,2 Bedroom,900.0,2.0,0.0,55.0,2,61111.11111111111
Raja Rajeshwari Nagar,3 BHK,1260.0,2.0,1.0,62.0,3,49206.34920634921
Thanisandra,3 BHK,1702.0,3.0,2.0,107.0,3,62867.21504112808
Bisuvanahalli,3 BHK,1080.0,2.0,2.0,65.0,3,60185.18518518518
Kasavanhalli,2 BHK,1189.0,2.0,1.0,45.0,2,37846.93019343987
Tumkur Road,2 BHK,1035.0,2.0,1.0,39.0,2,37681.159420289856
Hennur Road,2 BHK,1200.0,2.0,1.0,36.0,2,30000.0
Kanakpura Road,3 BHK,1300.0,3.0,1.0,69.0,3,53076.92307692308
Yelahanka,2 BHK,1330.0,2.0,1.0,93.65,2,70413.53383458647
Kaggalipura,3 BHK,1210.0,2.0,1.0,65.0,3,53719.00826446281
Chikkalasandra,3 BHK,1350.0,2.0,2.0,54.2,3,40148.14814814815
Kaval Byrasandra,3 BHK,1900.0,2.0,2.0,65.0,3,34210.52631578947
Doddanakundi Industrial Area 2,3 BHK,1410.0,3.0,3.0,90.0,3,63829.78723404255
Narayanapura,2 BHK,1469.0,2.0,2.0,99.14,2,67488.08713410483
Varthur,2 BHK,986.0,2.0,1.0,30.0,2,30425.96348884381
RBI Layout,3 BHK,1460.0,2.0,2.0,87.0,3,59589.04109589041
Chandra Layout,3 BHK,1260.0,2.0,2.0,85.05,3,67500.0
Chandapura,3 BHK,1345.0,2.0,2.0,39.5,3,29368.02973977695
Panathur,2 BHK,980.0,2.0,1.0,57.0,2,58163.26530612245
Kudlu Gate,2 BHK,1164.0,2.0,2.0,75.0,2,64432.989690721646
Subramanyapura,2 BHK,929.0,1.0,2.0,51.0,2,54897.73950484392
Kundalahalli,2 BHK,1065.0,2.0,1.0,70.0,2,65727.69953051643
Budigere,2 BHK,1172.0,2.0,0.0,56.725,2,48400.17064846416
Electronic City,2 BHK,1020.0,2.0,1.0,30.27,2,29676.470588235294
Gunjur,3 BHK,1362.0,3.0,1.0,62.63,3,45983.84728340676
Brookefield,3 BHK,1746.0,3.0,3.0,115.0,3,65864.83390607101
Electronic City,2 BHK,1025.0,2.0,1.0,29.6,2,28878.048780487807
Harlur,2 BHK,1532.0,2.0,1.0,65.0,2,42428.198433420366
Ganga Nagar,2 BHK,1250.0,2.0,2.0,65.0,2,52000.0
Thanisandra,2 BHK,1188.0,2.0,1.0,39.0,2,32828.28282828283
Marathahalli,2 BHK,1170.0,2.0,2.0,85.0,2,72649.57264957266
Madavara,2 Bedroom,1000.0,2.0,1.0,35.0,2,35000.0
Babusapalaya,2 BHK,1061.0,2.0,1.0,34.0,2,32045.240339302545
KR Puram,2 BHK,1290.0,2.0,2.0,69.0,2,53488.37209302326
Sarjapur,2 BHK,1200.0,2.0,1.0,42.6,2,35500.0
Bharathi Nagar,2 BHK,1120.0,2.0,2.0,39.29,2,35080.357142857145
Sarjapur,3 BHK,1333.0,3.0,1.0,50.0,3,37509.37734433608
Sarjapur  Road,3 BHK,1691.0,3.0,2.0,119.0,3,70372.5606150207
Balagere,2 BHK,1012.0,2.0,1.0,70.0,2,69169.9604743083
Kudlu,3 BHK,1245.0,2.0,1.0,60.0,3,48192.77108433735
7th Phase JP Nagar,3 BHK,1765.0,3.0,2.0,118.0,3,66855.52407932011
Gottigere,2 BHK,1110.0,2.0,2.0,36.25,2,32657.65765765766
Akash Nagar,2 BHK,967.0,2.0,1.0,47.8,2,49431.23061013444
Sarjapur,2 BHK,1044.0,2.0,2.0,36.0,2,34482.75862068965
Brookefield,3 BHK,1518.0,3.0,3.0,80.0,3,52700.922266139656
KR Puram,3 BHK,1300.0,2.0,2.0,57.0,3,43846.15384615384
Seetharampalya,3 BHK,1798.0,3.0,3.0,73.0,3,40600.66740823137
KR Puram,2 BHK,866.28,2.0,0.0,36.38,2,41995.659601976266
Singasandra,2 BHK,1179.0,2.0,2.0,56.0,2,47497.87955894826
Uttarahalli,2 BHK,1125.0,2.0,1.0,48.0,2,42666.66666666666
5th Phase JP Nagar,2 BHK,1190.0,2.0,2.0,61.8,2,51932.773109243695
Jakkur,3 BHK,1761.0,3.0,1.0,84.52,3,47995.4571266326
Cooke Town,3 BHK,1700.0,3.0,3.0,120.0,3,70588.23529411765
Electronic City,2 BHK,1128.0,2.0,1.0,64.8,2,57446.8085106383
Electronic City,3 BHK,1220.0,2.0,1.0,35.25,3,28893.44262295082
Ambedkar Nagar,3 BHK,1852.0,4.0,2.0,122.0,3,65874.73002159827
Varthur,2 BHK,1045.0,2.0,1.0,40.65,2,38899.52153110048
Marathahalli,2 BHK,1102.0,2.0,2.0,53.67,2,48702.35934664247
Omkar Nagar,4 BHK,1800.0,3.0,2.0,82.0,4,45555.55555555556
Hebbal Kempapura,3 BHK,1436.0,2.0,2.0,75.0,3,52228.41225626741
Kothanur,2 BHK,1140.0,2.0,2.0,56.0,2,49122.80701754386
Sarjapur  Road,2 BHK,1335.0,2.0,1.0,95.0,2,71161.04868913858
Hebbal,3 BHK,1255.0,3.0,2.0,77.68,3,61896.41434262948
Thanisandra,2 BHK,1140.0,2.0,1.0,59.0,2,51754.38596491228
Kanakpura Road,3 BHK,1450.0,3.0,3.0,60.9,3,42000.0
Kodichikkanahalli,3 BHK,1400.0,3.0,3.0,66.0,3,47142.857142857145
Divya Unnathi Layout,2 BHK,1339.0,2.0,1.0,53.56,2,40000.0
Electronic City,3 BHK,1220.0,2.0,1.0,35.23,3,28877.049180327867
Harohalli,2 BHK,1305.0,2.0,2.0,52.0,2,39846.74329501916
Green Glen Layout,3 BHK,1740.0,3.0,3.0,80.0,3,45977.01149425288
Bannerghatta Road,2 BHK,1154.0,2.0,2.0,47.0,2,40727.90294627383
Munnekollal,2 BHK,1200.0,2.0,2.0,40.0,2,33333.333333333336
Hennur,2 BHK,1155.0,2.0,2.0,54.5,2,47186.14718614719
Sarjapur  Road,3 BHK,1525.0,2.0,3.0,63.0,3,41311.47540983607
Padmanabhanagar,2 BHK,1100.0,2.0,1.0,60.0,2,54545.454545454544
Hormavu,2 BHK,1250.0,2.0,2.0,65.0,2,52000.0
Kothanur,2 BHK,1400.0,2.0,1.0,70.0,2,50000.0
Ittamadu,3 BHK,1600.0,3.0,2.0,100.0,3,62500.0
Electronic City,2 BHK,1060.0,2.0,1.0,55.0,2,51886.79245283019
Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,50.0,2,39308.17610062893
Kanakpura Road,2 BHK,1296.0,2.0,2.0,105.0,2,81018.51851851853
Chandapura,3 BHK,1033.0,2.0,2.0,30.47,3,29496.611810261376
Gunjur Palya,2 BHK,1235.0,2.0,2.0,52.76,2,42720.64777327935
2nd Phase JP Nagar,2 BHK,850.0,2.0,1.0,42.5,2,50000.0
Subramanyapura,3 BHK,1880.0,3.0,2.0,110.0,3,58510.63829787234
Kenchenahalli,2 BHK,1060.0,2.0,2.0,52.0,2,49056.6037735849
Vasanthapura,2 BHK,1037.0,2.0,1.0,36.28,2,34985.53519768563
"Electronic city phase 1,",2 BHK,1150.0,2.0,1.0,39.0,2,33913.04347826087
LB Shastri Nagar,2 BHK,1184.0,2.0,1.0,62.0,2,52364.86486486487
Sarjapur  Road,3 BHK,1680.0,3.0,2.0,126.0,3,75000.0
Thanisandra,3 BHK,1411.0,3.0,2.0,100.0,3,70871.72218284904
Kanakpura Road,2 BHK,900.0,2.0,2.0,41.0,2,45555.55555555556
Thanisandra,3 BHK,1702.0,3.0,2.0,120.0,3,70505.28789659224
Yelahanka,2 BHK,1185.0,2.0,2.0,45.0,2,37974.6835443038
Kanakpura Road,3 BHK,1300.0,3.0,1.0,64.0,3,49230.769230769234
Lavakusha Nagar,3 BHK,1545.0,3.0,2.0,65.0,3,42071.19741100324
Jigani,3 BHK,1300.0,3.0,3.0,55.0,3,42307.69230769231
JP Nagar,2 BHK,1107.0,2.0,1.0,57.0,2,51490.51490514905
Old Madras Road,3 BHK,1720.0,3.0,2.0,106.0,3,61627.90697674418
Bannerghatta Road,2 BHK,1000.0,2.0,1.0,44.5,2,44500.0
Thanisandra,2 BHK,1100.0,2.0,1.0,38.0,2,34545.454545454544
Bannerghatta Road,2 BHK,1250.0,2.0,0.0,48.0,2,38400.0
Hegde Nagar,3 BHK,1584.01,3.0,1.0,104.0,3,65656.15116066186
Kaggadasapura,3 BHK,1485.0,2.0,2.0,70.0,3,47138.047138047135
Hennur Road,3 BHK,1100.0,2.0,1.0,78.0,3,70909.09090909091
8th Phase JP Nagar,2 BHK,1245.0,2.0,1.0,59.0,2,47389.558232931726
Hennur Road,4 Bedroom,1880.0,4.0,0.0,154.0,4,81914.89361702128
Anathanagar,2 BHK,1050.0,2.0,2.0,45.0,2,42857.142857142855
Bannerghatta Road,3 BHK,1640.0,3.0,2.0,105.0,3,64024.39024390244
Basavanapura,2 BHK,1165.0,2.0,1.0,65.0,2,55793.99141630901
Kengeri Satellite Town,2 BHK,1110.0,2.0,1.0,43.0,2,38738.738738738735
Haralur Road,2 BHK,1300.0,2.0,2.0,75.0,2,57692.307692307695
adigondanhalli,2 Bedroom,1200.0,1.0,0.0,42.0,2,35000.0
Hennur Road,2 BHK,1232.0,2.0,1.0,69.61,2,56501.62337662338
Jalahalli,3 BHK,1704.0,3.0,2.0,94.36,3,55375.586854460096
7th Phase JP Nagar,3 BHK,1275.0,2.0,2.0,88.0,3,69019.60784313726
Sarjapur  Road,3 BHK,1222.0,2.0,1.0,68.0,3,55646.48117839607
Varthur,2 BHK,1155.0,2.0,2.0,39.0,2,33766.23376623377
Electronic City,2 BHK,1000.0,2.0,1.0,29.95,2,29950.0
Horamavu Banaswadi,2 BHK,1200.0,2.0,1.0,45.0,2,37500.0
Yelahanka,3 BHK,1517.0,3.0,2.0,71.28,3,46987.47528015821
Horamavu Agara,2 BHK,1166.0,2.0,1.0,37.29,2,31981.132075471694
Electronic City,2 BHK,870.0,2.0,2.0,24.0,2,27586.206896551725
Whitefield,3 BHK,1345.0,3.0,1.0,58.0,3,43122.67657992565
Chandapura,3 BHK,971.0,2.0,2.0,38.0,3,39134.91246138002
Hennur,2 BHK,1255.0,2.0,1.0,52.32,2,41689.24302788845
EPIP Zone,2 BHK,1810.0,2.0,2.0,65.0,2,35911.60220994475
"Whitefield,",2 BHK,1300.0,2.0,1.0,58.0,2,44615.38461538462
Thanisandra,2 BHK,1185.0,2.0,2.0,45.0,2,37974.6835443038
Pattandur Agrahara,2 BHK,1350.0,2.0,3.0,68.0,2,50370.37037037037
Budigere,3 BHK,1590.0,3.0,0.0,76.16,3,47899.37106918239
Off Bannergatta Road,3 BHK,1645.0,3.0,2.0,87.0,3,52887.537993920974
Channasandra,3 Bedroom,1200.0,3.0,1.0,67.77,3,56475.0
Kengeri Satellite Town,2 BHK,1170.0,2.0,3.0,50.0,2,42735.042735042734
Hulimavu,3 BHK,1320.0,2.0,2.0,65.0,3,49242.42424242424
Bhoganhalli,3 BHK,1610.0,3.0,2.0,84.53,3,52503.105590062114
Sarjapur  Road,3 BHK,1510.0,2.0,1.0,110.0,3,72847.6821192053
Kanakapura  Rod,3 BHK,1305.0,2.0,1.0,45.68,3,35003.83141762452
Mahadevpura,3 BHK,1500.0,2.0,1.0,70.0,3,46666.66666666666
Margondanahalli,3 Bedroom,1448.0,3.0,1.0,70.0,3,48342.54143646409
Sarjapur  Road,2 BHK,1242.0,2.0,1.0,78.0,2,62801.93236714976
Sonnenahalli,2 BHK,1268.0,2.0,1.0,58.0,2,45741.324921135645
Ramamurthy Nagar,2 BHK,1101.0,2.0,1.0,50.0,2,45413.26067211626
Kallumantapa,2 BHK,1255.0,2.0,3.0,65.0,2,51792.828685258966
Gunjur,3 BHK,1362.0,3.0,1.0,62.63,3,45983.84728340676
Hosa Road,2 BHK,1089.0,2.0,1.0,32.67,2,30000.0
Uttarahalli,3 BHK,1345.0,2.0,1.0,57.0,3,42379.18215613383
Kaggalipura,2 BHK,950.0,2.0,1.0,45.0,2,47368.42105263158
HBR Layout,2 BHK,1068.0,2.0,1.0,43.0,2,40262.17228464419
Yelahanka New Town,2 BHK,860.0,1.0,2.0,31.0,2,36046.51162790698
Yelahanka,3 BHK,1756.0,3.0,2.0,66.73,3,38001.138952164016
Whitefield,2 BHK,1205.0,2.0,1.0,41.0,2,34024.896265560164
Banashankari,3 BHK,1800.0,3.0,2.0,125.0,3,69444.44444444444
Hormavu,3 BHK,1604.0,3.0,0.0,68.0,3,42394.01496259352
Chandapura,2 BHK,1015.0,2.0,2.0,25.88,2,25497.536945812808
Banashankari,3 BHK,1200.0,2.0,2.0,42.0,3,35000.0
Ananth Nagar,2 BHK,1010.0,2.0,2.0,38.0,2,37623.76237623762
Doddakallasandra,2 BHK,1010.0,2.0,1.0,41.0,2,40594.05940594059
Yelahanka,2 BHK,1050.0,2.0,2.0,33.1,2,31523.809523809523
Harlur,3 BHK,1710.0,3.0,2.0,85.0,3,49707.602339181285
Bannerghatta Road,3 BHK,1656.0,2.0,1.0,62.93,3,38001.2077294686
Naganathapura,3 BHK,1451.0,3.0,1.0,68.0,3,46864.23156443832
JP Nagar,2 BHK,1250.0,2.0,2.0,93.0,2,74400.0
Sonnenahalli,3 BHK,1340.0,2.0,3.0,42.0,3,31343.283582089556
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,2.0,38.5,2,35000.0
Devarachikkanahalli,3 BHK,1700.0,3.0,1.0,71.0,3,41764.705882352944
KR Puram,2 BHK,1096.0,2.0,1.0,43.0,2,39233.57664233576
Electronic City Phase II,2 BHK,1160.0,2.0,1.0,33.5,2,28879.310344827587
Nehru Nagar,3 BHK,1269.0,2.0,2.0,63.0,3,49645.39007092199
Panathur,3 BHK,1586.0,3.0,1.0,125.0,3,78814.62799495587
Kanakpura Road,3 BHK,1452.0,3.0,3.0,56.5,3,38911.84573002755
Hosa Road,3 BHK,1538.0,3.0,1.0,107.0,3,69570.87126137842
Upadhyaya Layout,2 BHK,935.0,2.0,0.0,40.0,2,42780.74866310161
Ashwath Nagar,2 BHK,1220.0,2.0,3.0,65.0,2,53278.688524590165
Harlur,2 BHK,1197.0,2.0,1.0,77.0,2,64327.48538011696
Thanisandra,3 BHK,1573.0,3.0,1.0,90.0,3,57215.51176096631
Dodda Nekkundi,2 BHK,1135.0,2.0,2.0,58.0,2,51101.32158590308
Huskur,3 BHK,1400.0,2.0,1.0,40.43,3,28878.571428571428
Agrahara Dasarahalli,1 BHK,1200.0,1.0,0.0,65.0,1,54166.66666666666
Ittamadu,3 Bedroom,1800.0,3.0,0.0,95.0,3,52777.77777777778
Sonnenahalli,2 BHK,1268.0,2.0,1.0,56.0,2,44164.03785488959
Kambipura,2 BHK,883.0,2.0,1.0,39.0,2,44167.610419026045
Yelahanka,3 BHK,1600.0,3.0,3.0,100.0,3,62500.0
Thanisandra,2 BHK,1056.0,2.0,2.0,70.0,2,66287.87878787878
KR Puram,2 BHK,1204.0,2.0,2.0,58.0,2,48172.75747508305
Tejaswini Nagar,3 BHK,1410.0,2.0,1.0,54.0,3,38297.87234042553
Hennur Road,2 BHK,1460.0,2.0,1.0,80.3,2,55000.0
Dodda Nekkundi,2 BHK,1100.0,2.0,1.0,41.18,2,37436.36363636364
Govindapura,2 BHK,1310.0,2.0,1.0,88.0,2,67175.57251908397
Sector 2 HSR Layout,3 BHK,1600.0,3.0,2.0,90.0,3,56250.0
Lottegolla Halli,2 BHK,1250.0,2.0,2.0,55.0,2,44000.0
Sarjapur  Road,3 BHK,1665.0,3.0,2.0,74.93,3,45003.003003003
Uttarahalli,3 BHK,1345.0,2.0,1.0,57.0,3,42379.18215613383
Singasandra,2 BHK,1416.0,2.0,2.0,67.0,2,47316.38418079096
HSR Layout,2 BHK,1145.0,2.0,2.0,46.0,2,40174.67248908297
Jigani,3 BHK,1231.0,3.0,2.0,58.0,3,47116.1657189277
Yelahanka,3 BHK,1664.0,3.0,0.0,73.95,3,44441.105769230766
Rajiv Nagar,2 BHK,972.0,2.0,2.0,43.0,2,44238.68312757202
Bellandur,2 BHK,1185.0,2.0,1.0,47.39,2,39991.5611814346
Green Glen Layout,3 BHK,1750.0,3.0,2.0,81.0,3,46285.71428571428
Balagere,2 BHK,1007.0,2.0,1.0,68.0,2,67527.30883813307
Whitefield,2 BHK,1250.0,2.0,2.0,85.0,2,68000.0
Telecom Layout,2 BHK,1200.0,2.0,1.0,54.0,2,45000.0
Horamavu Agara,2 BHK,994.0,2.0,1.0,42.28,2,42535.21126760564
Ramamurthy Nagar,2 BHK,1150.0,2.0,2.0,40.0,2,34782.608695652176
Thanisandra,2 BHK,1220.0,2.0,2.0,46.0,2,37704.91803278688
Hennur Gardens,2 BHK,1441.0,2.0,1.0,115.0,2,79805.69049271339
Old Madras Road,2 BHK,1157.0,2.0,2.0,47.32,2,40898.87640449438
Thigalarapalya,2 BHK,1400.0,2.0,2.0,105.0,2,75000.0
Tindlu,3 BHK,1370.07,3.0,1.0,65.0,3,47442.83138817725
Judicial Layout,2 BHK,900.0,2.0,1.0,40.0,2,44444.444444444445
Vishwapriya Nagar,3 Bedroom,1200.0,3.0,1.0,80.0,3,66666.66666666667
ISRO Layout,2 BHK,1200.0,2.0,3.0,43.0,2,35833.333333333336
Talaghattapura,2 BHK,1062.0,2.0,1.0,42.48,2,40000.0
Kanakpura Road,2 BHK,1120.0,2.0,1.0,51.0,2,45535.71428571428
Bannerghatta Road,2 BHK,1012.0,2.0,1.0,44.0,2,43478.260869565216
Kanakpura Road,2 BHK,1430.0,2.0,2.0,78.0,2,54545.454545454544
Channasandra,3 BHK,1195.0,2.0,1.0,56.0,3,46861.92468619247
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,42.0,3,39069.76744186047
Hennur Road,3 BHK,1570.0,3.0,0.0,75.99,3,48401.27388535032
Sonnenahalli,2 BHK,1011.0,2.0,1.0,59.0,2,58358.06132542038
7th Phase JP Nagar,3 BHK,1450.0,2.0,1.0,102.0,3,70344.8275862069
Sarjapur  Road,2 BHK,1129.0,2.0,1.0,69.0,2,61116.03188662533
Sarjapura - Attibele Road,2 BHK,1126.0,2.0,1.0,36.0,2,31971.58081705151
Sarjapur  Road,3 BHK,1180.0,2.0,2.0,45.0,3,38135.59322033898
TC Palaya,2 BHK,1082.0,2.0,2.0,64.0,2,59149.72273567467
Kathriguppe,3 BHK,1300.0,3.0,3.0,77.99,3,59992.307692307695
CV Raman Nagar,2 BHK,1125.0,2.0,1.0,46.0,2,40888.88888888889
Kengeri Satellite Town,2 BHK,777.4,2.0,0.0,25.0,2,32158.476974530487
Dodda Nekkundi Extension,3 BHK,1864.0,3.0,2.0,120.0,3,64377.68240343348
Whitefield,2 BHK,1115.0,2.0,1.0,51.91,2,46556.05381165919
Rajaji Nagar,2 BHK,1200.0,2.0,1.0,70.0,2,58333.333333333336
Ananth Nagar,2 BHK,992.0,2.0,2.0,24.8,2,25000.0
Jakkasandra Extension,2 BHK,950.0,2.0,3.0,57.0,2,60000.0
Bellandur,2 BHK,1200.0,2.0,1.0,62.0,2,51666.66666666666
GM Palaya,3 BHK,1735.0,3.0,2.0,70.0,3,40345.821325648416
HSR Layout,2 BHK,1009.0,2.0,2.0,56.0,2,55500.49554013875
Jalahalli,3 BHK,1470.0,2.0,3.0,102.0,3,69387.75510204081
Bannerghatta Road,3 BHK,1527.0,3.0,2.0,115.0,3,75311.06745252128
Singapura Village,2 BHK,985.0,2.0,1.0,45.0,2,45685.27918781726
Whitefield,2 BHK,1277.0,2.0,1.0,77.0,2,60297.57243539546
Nallurhalli,2 BHK,1100.0,2.0,1.0,62.0,2,56363.63636363636
Whitefield,3 BHK,1820.0,3.0,2.0,140.0,3,76923.07692307692
Puttanahalli,4 BHK,1530.0,3.0,3.0,87.0,4,56862.74509803922
Jakkur,3 BHK,1880.0,4.0,2.0,110.0,3,58510.63829787234
Hennur,2 BHK,1255.0,2.0,2.0,52.35,2,41713.14741035856
Somasundara Palya,2 BHK,1140.0,2.0,2.0,46.0,2,40350.87719298246
Electronic City Phase II,2 BHK,1025.0,2.0,1.0,29.6,2,28878.048780487807
Uttarahalli,3 BHK,1490.0,2.0,2.0,59.6,3,40000.0
Sarjapur  Road,3 BHK,1850.0,3.0,2.0,140.0,3,75675.67567567568
Kaikondrahalli,2 BHK,1250.0,2.0,1.0,78.0,2,62400.0
Jalahalli,2 BHK,1244.0,2.0,2.0,88.0,2,70739.54983922829
Kengeri Satellite Town,2 BHK,1025.0,2.0,1.0,28.57,2,27873.17073170732
Sarjapur  Road,2 BHK,1034.0,2.0,1.0,38.0,2,36750.483558994194
Kengeri Satellite Town,3 BHK,1191.0,2.0,2.0,33.34,3,27993.282955499584
Kasavanhalli,3 BHK,1719.0,3.0,2.0,71.0,3,41303.083187899945
7th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,39.33,2,38000.0
Hosa Road,3 BHK,1470.0,2.0,2.0,84.22,3,57292.51700680272
Yelahanka,2 BHK,1140.0,2.0,1.0,50.66,2,44438.59649122807
Harlur,3 BHK,1752.12,3.0,2.0,125.0,3,71342.14551514736
Bannerghatta Road,3 BHK,1660.0,3.0,2.0,85.0,3,51204.81927710844
Electronic City,3 BHK,1275.0,3.0,3.0,63.43,3,49749.01960784314
Bommasandra Industrial Area,3 BHK,1365.0,3.0,1.0,52.81,3,38688.64468864469
"MEI layout, Bagalgunte",3 Bedroom,1200.0,2.0,0.0,90.0,3,75000.0
Banashankari Stage VI,3 BHK,1392.0,3.0,1.0,69.46,3,49899.42528735632
Whitefield,2 BHK,1245.0,2.0,1.0,59.76,2,48000.0
Yeshwanthpur,2 BHK,1162.0,2.0,2.0,64.08,2,55146.29948364888
Singasandra,3 BHK,1476.0,2.0,1.0,73.0,3,49457.9945799458
Jigani,2 BHK,943.0,2.0,2.0,48.0,2,50901.37857900318
Sarjapur  Road,2 BHK,1113.0,2.0,1.0,44.5,2,39982.03054806829
Varthur,3 BHK,1615.0,3.0,2.0,69.43,3,42990.7120743034
Keshava Nagar,2 BHK,1279.0,2.0,3.0,100.0,2,78186.08287724786
Kacharakanahalli,2 BHK,1256.0,2.0,1.0,60.0,2,47770.700636942674
Sompura,3 BHK,1350.0,3.0,1.0,65.0,3,48148.14814814815
SRINIVASAPURA,3 BHK,1525.0,3.0,2.0,68.63,3,45003.27868852459
Hebbal,3 BHK,1645.0,3.0,2.0,117.0,3,71124.62006079027
Ardendale,3 BHK,1777.26,3.0,2.0,92.0,3,51765.076578553504
Bisuvanahalli,2 BHK,845.0,2.0,2.0,32.0,2,37869.8224852071
Sidedahalli,2 BHK,900.0,2.0,0.0,25.0,2,27777.777777777777
Varthur,2 BHK,1210.0,2.0,1.0,64.15,2,53016.52892561984
Electronic City Phase II,2 BHK,829.0,2.0,1.0,22.8,2,27503.015681544028
Hosur Road,3 BHK,1250.0,2.0,2.0,50.0,3,40000.0
Jeevanhalli,4 Bedroom,1200.0,2.0,2.0,35.0,4,29166.666666666668
Marathahalli,3 BHK,1108.0,2.0,1.0,60.0,3,54151.62454873647
Kanakpura Road,3 BHK,1401.0,3.0,2.0,69.0,3,49250.53533190578
Sarjapur  Road,3 BHK,1157.0,2.0,1.0,75.0,3,64822.81763180639
Ramamurthy Nagar Extension,2 BHK,1185.0,2.0,1.0,42.66,2,36000.0
Green Glen Layout,3 BHK,1751.0,3.0,2.0,115.0,3,65676.75613934894
Bannerghatta Road,3 BHK,1880.0,3.0,2.0,96.5,3,51329.78723404255
Whitefield,3 BHK,1322.5,3.0,0.0,40.985,3,30990.54820415879
Channasandra,2 BHK,1175.0,2.0,2.0,38.0,2,32340.42553191489
Jalahalli,2 BHK,1407.0,2.0,1.0,98.49,2,70000.0
Yelachenahalli,2 BHK,1000.0,2.0,2.0,50.0,2,50000.0
Electronic City,3 BHK,1518.0,3.0,3.0,75.0,3,49407.11462450593
Tumkur Road,2 BHK,1027.0,2.0,1.0,67.0,2,65238.55890944498
HSR Layout,2 BHK,1145.0,2.0,2.0,46.0,2,40174.67248908297
Begur Road,3 BHK,1500.0,2.0,3.0,47.25,3,31500.0
Varthur,3 BHK,1737.0,2.0,1.0,57.32,3,32999.424294761084
Byrathi Village,3 Bedroom,1600.0,4.0,1.0,120.0,3,75000.0
Sabari Nagar,2 Bedroom,1120.0,2.0,0.0,60.0,2,53571.42857142857
Hennur Road,2 BHK,1030.0,2.0,1.0,46.5,2,45145.63106796116
Kammasandra,2 BHK,1057.0,2.0,1.0,35.0,2,33112.58278145696
Thanisandra,2 BHK,1460.0,2.0,2.0,38.5,2,26369.86301369863
Hormavu,2 BHK,1075.0,2.0,1.0,53.7,2,49953.48837209302
Mysore Road,3 BHK,1080.0,2.0,1.0,60.0,3,55555.55555555556
Singasandra,2 BHK,1139.7,2.0,1.0,45.0,2,39484.07475651487
Whitefield,2 BHK,1074.0,2.0,1.0,42.8,2,39851.02420856611
Whitefield,2 Bedroom,1200.0,2.0,1.0,46.13,2,38441.66666666666
Sarjapur  Road,2 BHK,1323.0,2.0,2.0,74.0,2,55933.484504913074
Hennur Road,2 BHK,1232.0,2.0,1.0,69.61,2,56501.62337662338
Kalena Agrahara,2 BHK,900.0,2.0,1.0,40.0,2,44444.444444444445
Hebbal,3 BHK,1920.0,3.0,2.0,134.0,3,69791.66666666667
Arishinakunte,1 Bedroom,1285.9964027518652,1.0,0.0,170.0,1,49976.21764110642
Bannerghatta Road,3 BHK,1550.0,3.0,2.0,96.0,3,61935.48387096774
Gunjur,3 BHK,1588.0,2.0,3.0,90.0,3,56675.0629722922
"Thanisandra Main Road,",2 BHK,1308.0,2.0,1.0,86.0,2,65749.23547400611
Hennur,3 BHK,1340.0,2.0,2.0,54.27,3,40500.0
Thanisandra,3 BHK,1719.0,3.0,2.0,135.0,3,78534.03141361257
Horamavu Agara,2 BHK,1107.83,2.0,1.0,41.51,2,37469.64787016059
Whitefield,2 Bedroom,1200.0,2.0,1.0,45.84,2,38200.0
Electronic City,1 BHK,1090.0,2.0,1.0,31.48,1,28880.73394495413
Jakkur,3 BHK,1660.0,3.0,2.0,104.0,3,62650.60240963855
Nagavara,2 BHK,1247.0,2.0,1.0,58.56,2,46960.70569366479
Thanisandra,3 BHK,1595.0,3.0,2.0,96.0,3,60188.08777429467
Kaggadasapura,2 BHK,1175.0,2.0,2.0,50.0,2,42553.1914893617
Old Airport Road,2 BHK,1184.0,2.0,1.0,78.0,2,65878.37837837837
Byrasandra,2 BHK,1100.0,2.0,2.0,55.0,2,50000.0
Yelahanka,2 BHK,1200.0,2.0,2.0,60.0,2,50000.0
Neelamangala,2 BHK,1000.0,2.0,1.0,45.0,2,45000.0
Uttarahalli,2 BHK,1000.0,2.0,0.0,52.0,2,52000.0
Yelahanka,3 BHK,1705.0,3.0,2.0,85.0,3,49853.3724340176
Tumkur Road,3 BHK,1060.0,2.0,2.0,58.3,3,55000.0
Kammagondahalli,3 BHK,1347.0,2.0,2.0,55.0,3,40831.47735708983
Varthur,2 BHK,1402.0,2.0,2.0,95.0,2,67760.34236804565
Whitefield ECC Road,2 BHK,1225.0,2.0,2.0,71.05,2,58000.0
5th Phase JP Nagar,2 BHK,1080.0,2.0,1.0,53.0,2,49074.07407407407
Begur Road,2 BHK,1100.0,2.0,2.0,42.6,2,38727.27272727273
Bannerghatta Road,2 BHK,1200.0,2.0,2.0,78.0,2,65000.0
Begur Road,3 BHK,1565.0,2.0,2.0,57.91,3,37003.194888178914
Maruthi nagar kogilu,2 Bedroom,1200.0,3.0,0.0,78.0,2,65000.0
